round,draw_date,training_rows,selected_research_model,selection_score,champion_tickets,research_tickets,champion_max_hits,research_max_hits,random_mean_max_hits,champion_mean_hits,research_mean_hits,random_mean_ticket_hits,champion_ge3,research_ge3,random_ge3_rate,champion_ge4,research_ge4,random_ge4_rate,champion_score,research_score,random_mean_score,research_delta_vs_champion,research_delta_vs_random
628,2025-05-30,627,balanced-ac45a2d3fd,2.629863,11 12 15 29 30 32 34 | 10 12 18 20 28 34 35 | 12 18 21 23 32 34 36 | 09 10 12 15 26 34 37 | 04 07 10 12 15 29 34,08 10 12 23 28 32 34 | 09 12 13 15 18 34 36 | 15 16 20 28 29 30 34 | 01 11 12 18 20 32 34 | 07 11 12 23 29 30 34,2,3,2.343750,1.000000,1.400000,1.268750,0,1,0.375000,0,0,0.093750,2.100000,3.490000,2.672187,1.390000,0.817813
629,2025-06-06,628,balanced-ac45a2d3fd,2.633020,01 09 12 15 18 28 34 | 07 08 12 27 32 34 35 | 11 12 18 26 27 29 34 | 02 04 09 11 12 32 34 | 02 08 12 15 20 29 34,08 09 12 14 15 18 34 | 11 16 27 28 29 34 36 | 01 07 12 13 23 28 34 | 01 18 20 30 32 34 36 | 09 12 16 19 27 32 34,2,2,2.406250,1.000000,1.000000,1.375000,0,0,0.406250,0,0,0.093750,2.100000,2.100000,2.756250,0.000000,-0.656250
630,2025-06-13,629,balanced-ac45a2d3fd,2.610618,01 09 12 15 23 30 34 | 02 18 20 27 28 32 34 | 07 09 12 14 18 32 34 | 02 08 09 12 21 25 34 | 02 07 12 15 27 34 36,09 12 15 23 28 34 36 | 01 07 11 18 24 29 34 | 02 05 08 12 18 30 34 | 09 14 16 24 30 32 34 | 09 16 18 21 27 28 34,2,3,2.281250,1.600000,2.000000,1.318750,0,1,0.406250,0,0,0.031250,2.160000,3.550000,2.578750,1.390000,0.971250
631,2025-06-20,630,balanced-ac45a2d3fd,2.629990,09 12 15 18 23 34 36 | 01 08 12 27 28 29 34 | 02 08 09 19 23 29 34 | 04 07 08 18 20 30 34 | 05 08 09 15 20 28 34,09 12 15 16 23 28 34 | 03 04 08 10 18 29 34 | 01 08 09 12 21 29 34 | 07 08 12 14 18 28 34 | 05 09 18 22 28 29 34,1,1,2.437500,0.400000,0.200000,1.212500,0,0,0.406250,0,0,0.062500,1.040000,1.020000,2.747813,-0.020000,-1.727813
632,2025-06-27,631,adaptive-56ece3c481,2.613706,02 08 18 23 28 29 34 | 02 09 12 20 34 35 36 | 09 12 15 26 28 29 34 | 01 10 11 12 18 27 34 | 02 04 12 21 27 29 34,02 09 15 23 28 34 36 | 01 12 16 18 28 29 34 | 05 08 09 12 30 34 36 | 02 09 18 29 32 33 34 | 02 07 12 22 29 34 36,2,2,2.406250,1.000000,1.000000,1.262500,0,0,0.500000,0,0,0.000000,2.100000,2.100000,2.707500,0.000000,-0.607500
633,2025-07-04,632,adaptive-56ece3c481,2.617941,07 10 12 15 23 29 34 | 08 09 11 28 32 34 36 | 02 18 20 21 28 29 34 | 01 02 09 15 29 34 36 | 02 03 07 09 12 18 34,07 08 12 28 29 30 34 | 09 10 11 16 28 34 36 | 02 09 12 15 23 27 34 | 01 08 09 15 16 29 34 | 09 18 25 28 29 32 34,2,2,2.187500,1.400000,0.600000,1.300000,0,0,0.250000,0,0,0.000000,2.140000,2.060000,2.405000,-0.080000,-0.345000
634,2025-07-11,633,adaptive-56ece3c481,2.609951,02 12 17 18 29 34 36 | 02 07 08 09 21 28 34 | 09 10 15 23 29 34 36 | 01 02 10 12 15 30 34 | 02 04 12 23 28 31 34,02 10 28 29 31 34 36 | 09 12 15 16 20 23 34 | 08 10 12 16 21 28 34 | 02 09 12 23 28 34 36 | 02 10 17 18 21 32 34,5,3,2.343750,2.400000,2.200000,1.243750,1,1,0.375000,1,0,0.031250,6.340000,3.570000,2.622813,-2.770000,0.947188
635,2025-07-18,634,adaptive-56ece3c481,2.628431,02 09 12 28 32 34 36 | 01 02 10 15 29 34 37 | 02 07 08 09 23 29 34 | 07 15 18 29 32 34 36 | 02 07 10 12 25 29 36,02 09 10 18 32 34 36 | 04 07 12 28 29 34 37 | 02 12 24 29 30 34 36 | 02 07 12 18 26 29 34 | 02 09 12 19 29 32 34,3,4,2.500000,2.400000,3.000000,1.293750,1,1,0.531250,0,1,0.062500,3.590000,5.400000,2.862188,1.810000,2.537812
636,2025-07-25,635,adaptive-56ece3c481,2.661108,02 03 10 12 29 31 34 | 04 09 12 15 29 34 36 | 02 12 21 28 29 34 36 | 01 09 10 12 18 29 34 | 02 06 09 12 29 32 34,02 09 10 12 29 31 34 | 02 15 29 30 32 34 36 | 10 12 16 29 34 36 37 | 12 18 28 31 32 34 36 | 02 09 12 29 33 34 36,2,2,2.437500,1.400000,1.200000,1.318750,0,0,0.437500,0,0,0.031250,2.140000,2.120000,2.745938,-0.020000,-0.625938
637,2025-08-01,636,balanced-ac45a2d3fd,2.664225,09 10 12 29 30 34 36 | 02 10 15 29 31 32 34 | 02 10 12 17 26 29 34 | 07 10 12 15 18 29 34 | 02 03 10 20 29 34 36,02 10 12 16 29 31 34 | 01 09 12 18 29 34 36 | 10 17 23 29 34 36 37 | 02 10 12 18 26 34 36 | 02 07 08 09 10 29 34,1,3,2.593750,0.600000,1.000000,1.406250,0,1,0.562500,0,0,0.093750,1.060000,3.450000,3.001562,2.390000,0.448438
638,2025-08-08,637,balanced-ac45a2d3fd,2.682245,02 08 09 10 29 31 34 | 07 12 21 23 29 34 36 | 02 10 12 17 29 30 34 | 01 02 04 20 29 32 34 | 01 02 12 18 21 29 34,02 09 10 12 25 29 34 | 07 18 20 21 31 32 36 | 08 10 18 21 29 32 34 | 07 08 09 12 20 29 30 | 04 12 20 28 29 34 36,2,2,2.312500,0.800000,0.800000,1.312500,0,0,0.375000,0,0,0.000000,2.080000,2.080000,2.575000,0.000000,-0.495000
639,2025-08-15,638,balanced-ac45a2d3fd,2.665931,09 10 12 18 29 34 36 | 01 02 08 18 29 32 34 | 02 12 20 29 30 34 37 | 01 08 10 12 20 29 34 | 02 10 12 29 30 34 36,02 09 10 12 18 29 34 | 01 18 20 23 29 36 37 | 01 10 12 27 29 34 36 | 08 09 29 32 34 35 36 | 01 02 08 16 20 29 34,3,3,2.312500,2.400000,1.600000,1.187500,1,1,0.375000,0,0,0.000000,3.590000,3.510000,2.562500,-0.080000,0.947500
640,2025-08-22,639,balanced-ac45a2d3fd,2.669225,09 18 29 30 34 36 37 | 01 08 10 11 12 29 34 | 07 12 20 29 30 31 34 | 02 12 19 23 29 34 36 | 07 08 09 12 15 34 36,02 08 09 12 18 29 34 | 01 10 15 20 29 34 36 | 07 09 10 12 13 34 36 | 05 18 30 31 32 34 36 | 08 12 20 29 31 34 36,3,4,2.375000,2.600000,2.200000,1.293750,1,1,0.406250,0,1,0.125000,3.610000,5.320000,2.740312,1.710000,2.579687
641,2025-08-29,640,balanced-ac45a2d3fd,2.713441,01 07 12 29 30 34 36 | 02 09 11 12 15 29 34 | 01 09 10 18 29 31 34 | 01 02 10 12 29 34 37 | 02 07 12 14 18 20 34,07 08 09 12 29 30 34 | 02 10 14 16 18 34 36 | 02 04 12 15 29 31 36 | 02 09 12 18 31 33 34 | 12 17 18 21 29 34 36,3,1,2.406250,1.200000,1.000000,1.281250,1,0,0.343750,0,0,0.125000,3.470000,1.100000,2.748438,-2.370000,-1.648438
642,2025-09-05,641,balanced-ac45a2d3fd,2.704500,07 08 09 10 12 29 34 | 01 02 12 15 18 29 34 | 02 07 12 29 30 31 36 | 01 02 07 09 24 34 36 | 03 09 12 29 30 34 36,01 09 12 29 34 35 36 | 02 07 12 23 29 31 34 | 02 03 07 09 10 29 36 | 07 09 12 16 18 29 30 | 01 02 09 10 20 29 34,3,3,2.312500,1.800000,2.000000,1.218750,1,1,0.375000,0,0,0.000000,3.530000,3.550000,2.565625,0.020000,0.984375
643,2025-09-12,642,balanced-ac45a2d3fd,2.728500,01 07 12 29 34 36 37 | 07 09 12 23 31 33 34 | 07 09 10 12 20 29 34 | 01 07 09 14 23 29 34 | 01 07 09 15 30 34 36,07 09 12 25 29 34 36 | 01 02 07 12 16 18 34 | 01 07 12 15 23 34 36 | 01 02 09 21 33 34 36 | 07 08 09 10 18 34 35,3,4,2.343750,1.800000,2.400000,1.325000,1,1,0.375000,0,1,0.062500,3.530000,5.340000,2.654375,1.810000,2.685625
644,2025-09-19,643,balanced-ac45a2d3fd,2.776735,01 07 09 10 12 18 34 | 01 04 12 27 29 34 36 | 02 05 07 12 23 29 34 | 01 05 15 18 29 33 34 | 01 07 12 15 34 36 37,01 03 07 09 12 29 34 | 15 18 23 25 29 34 36 | 01 09 18 27 29 34 36 | 01 07 12 18 20 34 36 | 02 05 12 14 29 34 36,3,3,2.406250,2.200000,2.400000,1.368750,1,1,0.406250,0,0,0.031250,3.570000,3.590000,2.708750,0.020000,0.881250
645,2025-09-26,644,balanced-ac45a2d3fd,2.783108,01 07 12 20 23 29 34 | 09 12 18 29 33 34 36 | 01 05 10 12 18 29 34 | 01 07 09 10 12 30 34 | 01 09 12 14 26 29 34,01 09 12 15 20 29 34 | 01 07 18 21 29 34 36 | 01 07 12 23 29 30 34 | 01 07 09 12 14 18 29 | 01 07 12 14 20 31 34,2,2,2.375000,1.200000,1.200000,1.275000,0,0,0.437500,0,0,0.031250,2.120000,2.120000,2.679063,0.000000,-0.559063
646,2025-10-03,645,balanced-ac45a2d3fd,2.771471,01 07 09 18 29 33 34 | 12 15 20 30 34 35 36 | 01 07 08 10 12 31 34 | 01 07 12 13 29 34 36 | 01 07 09 10 23 34 35,01 07 09 10 12 18 34 | 07 11 15 20 29 34 36 | 01 07 12 15 29 30 34 | 01 02 07 16 20 23 34 | 01 12 20 29 31 34 37,3,2,2.218750,1.600000,1.400000,1.200000,1,0,0.312500,0,0,0.031250,3.510000,2.140000,2.471563,-1.370000,-0.331562
647,2025-10-10,646,balanced-ac45a2d3fd,2.759559,01 07 12 14 29 34 36 | 09 10 12 18 20 30 34 | 01 05 12 15 18 27 34 | 10 12 18 29 34 35 37 | 05 07 18 20 28 29 34,01 07 08 12 18 29 34 | 01 05 09 20 34 35 37 | 01 07 09 12 15 34 35 | 01 02 12 15 20 29 34 | 05 09 12 23 29 30 34,2,2,2.593750,0.800000,1.000000,1.362500,0,0,0.562500,0,0,0.125000,2.080000,2.100000,3.020625,0.020000,-0.920625
